Borrower_ID,Client_Name,Age,Gender,Employment_Type,Monthly_Income,Num_Dependents,Loan_ID,Loan_Amount,Loan_Tenure,Interest_Rate,Loan_Type,Collateral_Value,Outstanding_Loan_Amount,Monthly_EMI,Payment_History,Num_Missed_Payments,Days_Past_Due,Recovery_Status,Collection_Attempts,Collection_Method,Legal_Action_Taken
BRW_1143,Amanda Taylor,43,Female,Self-Employed,90580,4,LN_1143,1037714,36,14.83,Business,0.0,307176.9374016992,35886.36738574178,On-Time,0,0,Partially Recovered,1,None,No
BRW_1144,Robert Young,53,Male,Salaried,187010,4,LN_1144,982043,72,17.26,Home,992064.3290345451,572571.7489194792,21989.374267295752,On-Time,0,0,Fully Recovered,2,Settlement Offer,No
BRW_1145,John Hernandez,21,Male,Salaried,222798,4,LN_1145,1957374,36,13.27,Personal,0.0,1068832.3173222821,66206.5076494324,On-Time,0,0,Fully Recovered,3,Calls,No
BRW_1146,Cynthia Brown,49,Male,Self-Employed,245658,0,LN_1146,609691,36,14.3,Business,0.0,493407.663877323,20926.739926045553,Delayed,3,93,Pending,3,Emails,Yes
BRW_1147,Michael Robinson,49,Male,Salaried,128538,4,LN_1147,1443289,24,15.8,Business,0.0,470867.4990335848,70530.07317632966,Delayed,3,98,Partially Recovered,1,None,No
BRW_1148,Charles Thomas,34,Male,Salaried,158579,2,LN_1148,888718,72,18.25,Auto,1029547.3462341764,620152.2372338835,20395.497050930473,Delayed,5,153,Pending,3,None,No
BRW_1149,Joseph Johnson,31,Male,Salaried,203345,0,LN_1149,587356,36,19.13,Auto,636682.3671521618,107086.78928423749,21568.758340847246,On-Time,0,0,Pending,2,Emails,No
BRW_1150,Mark Williams,36,Female,Salaried,166606,1,LN_1150,1287220,72,11.64,Auto,1442034.376633758,989842.1392141855,24925.07064303784,On-Time,0,0,Partially Recovered,2,Settlement Offer,No
BRW_1151,Emma Williams,25,Male,Self-Employed,45528,2,LN_1151,1381769,48,9.89,Personal,0.0,736054.0573566569,34972.28218474653,On-Time,0,0,Partially Recovered,3,Calls,No
BRW_1152,Ashley Moore,35,Female,Salaried,108222,2,LN_1152,1674822,48,15.47,Business,0.0,724088.4285284322,47011.54214194834,On-Time,0,0,Partially Recovered,1,Settlement Offer,No
BRW_1153,Daniel Thomas,31,Male,Business,43058,1,LN_1153,502025,24,14.1,Personal,0.0,421988.14357360627,24127.39086280055,On-Time,0,0,Pending,0,Emails,No
BRW_1154,John Walker,30,Female,Self-Employed,48440,2,LN_1154,155680,24,11.73,Business,0.0,122350.45717195299,7308.784168100685,Delayed,2,79,Fully Recovered,1,Calls,Yes
BRW_1155,Kathleen Hernandez,44,Male,Self-Employed,73929,4,LN_1155,1490636,12,10.29,Home,2206822.377725368,406269.4645841291,131251.72345354664,On-Time,0,0,Fully Recovered,3,Calls,Yes
BRW_1156,Matthew Walker,52,Male,Self-Employed,211002,2,LN_1156,829398,12,13.7,Auto,931673.8251557648,595678.7055963569,74352.23210208754,Delayed,2,79,Fully Recovered,2,None,No
BRW_1157,Mark White,45,Male,Salaried,100593,3,LN_1157,1863073,24,9.89,Auto,2460566.916956015,1394169.6634317476,85876.80817711286,On-Time,0,0,Partially Recovered,4,Emails,No
BRW_1158,Matthew Davis,60,Male,Salaried,156809,4,LN_1158,302506,60,9.54,Personal,0.0,213333.65582438355,6359.103960978033,On-Time,0,0,Pending,2,Calls,No
BRW_1159,Jessica Williams,47,Male,Salaried,147699,3,LN_1159,1539044,24,10.22,Personal,0.0,1324172.8539433712,71175.44928016888,Delayed,4,129,Partially Recovered,3,Emails,No
BRW_1160,David Thompson,47,Female,Salaried,88432,4,LN_1160,523721,36,15.78,Business,0.0,288699.89255281154,18355.643397125386,Delayed,3,103,Fully Recovered,1,Settlement Offer,No
BRW_1161,Michelle Hernandez,21,Female,Salaried,147330,1,LN_1161,1892192,12,8.13,Home,2527340.597310646,1677252.7696614293,164712.5664238566,On-Time,0,0,Pending,1,Emails,No
BRW_1162,Melissa Harris,41,Female,Self-Employed,86075,0,LN_1162,1341723,12,9.49,Auto,1635246.0201968532,174480.9641100217,117640.75345625737,On-Time,0,0,Pending,0,Calls,No
BRW_1163,Charles Davis,56,Female,Salaried,207867,4,LN_1163,1923812,36,19.45,Home,2226344.7501428872,1296015.1463428228,70957.76093133911,On-Time,0,0,Pending,3,Emails,No
BRW_1164,Sarah Thomas,64,Female,Self-Employed,130942,1,LN_1164,1562495,12,11.58,Personal,0.0,1055928.443672763,138518.97647190862,Delayed,1,42,Pending,3,Calls,No
BRW_1165,David Clark,21,Male,Business,76717,4,LN_1165,1750916,72,17.92,Business,0.0,1289406.301944193,39855.381929951334,On-Time,0,0,Pending,2,Settlement Offer,Yes
BRW_1166,Cynthia Johnson,49,Female,Business,142115,1,LN_1166,999780,24,13.95,Personal,0.0,550282.5510483416,47978.70832109128,On-Time,0,0,Fully Recovered,0,Calls,No
BRW_1167,Emma Thomas,30,Male,Salaried,83889,0,LN_1167,591620,36,19.63,Personal,0.0,345548.310706309,21875.342955716835,Missed,2,66,Fully Recovered,4,None,No
BRW_1168,Emily White,57,Female,Salaried,120301,0,LN_1168,676760,60,18.4,Personal,0.0,390090.8239246744,17332.857524435924,On-Time,0,0,Pending,1,Settlement Offer,No
BRW_1169,Emma Martinez,21,Male,Salaried,238269,4,LN_1169,484896,24,9.87,Personal,0.0,402076.82893553167,22346.406962408913,Delayed,1,33,Partially Recovered,0,Emails,No
BRW_1170,Steven Lee,27,Male,Business,109223,1,LN_1170,1914582,48,9.73,Personal,0.0,1460479.2727692213,48310.86659537857,On-Time,0,0,Pending,3,Calls,No
BRW_1171,Melissa Hall,61,Male,Self-Employed,204042,4,LN_1171,736487,24,11.99,Home,918210.963708137,481091.94721099717,34665.56109323501,On-Time,0,0,Pending,3,Settlement Offer,No
BRW_1172,Steven Jones,27,Male,Salaried,159958,4,LN_1172,913414,60,10.19,Auto,1178604.2409069927,92408.61735377854,19492.85135782089,Delayed,3,99,Partially Recovered,4,Calls,No
BRW_1173,Ashley Clark,33,Female,Salaried,210167,2,LN_1173,555377,24,9.52,Business,0.0,408591.773690066,25504.96519135505,On-Time,0,0,Pending,1,Calls,Yes
BRW_1174,Anthony Harris,61,Male,Business,108446,2,LN_1174,460335,12,10.99,Business,0.0,90840.85547931328,40683.02356936104,On-Time,0,0,Pending,2,None,No
BRW_1175,Matthew Brown,35,Male,Business,195311,3,LN_1175,1247344,36,7.42,Business,0.0,134755.97798919745,38754.34164956741,Delayed,3,117,Pending,3,Calls,No
BRW_1176,Stephanie Brown,32,Female,Salaried,79843,3,LN_1176,1246790,24,17.41,Home,1796872.8756532473,305542.21759809204,61890.02390351897,Missed,4,141,Fully Recovered,2,Emails,No
BRW_1177,Matthew Garcia,63,Female,Salaried,171763,1,LN_1177,193896,60,18.38,Auto,224934.282111356,70374.58078761885,4963.85373732764,On-Time,0,0,Pending,3,Emails,No
BRW_1178,Donald Clark,59,Male,Salaried,146456,4,LN_1178,1508153,36,13.84,Home,2203903.046054202,1335583.6446843527,51427.973141836825,On-Time,0,0,Partially Recovered,2,Settlement Offer,No
BRW_1179,Emily Anderson,49,Female,Salaried,237151,1,LN_1179,834964,72,12.06,Business,0.0,318826.90076138306,16349.770815520622,On-Time,0,0,Partially Recovered,2,None,No
BRW_1180,Stephanie Young,41,Female,Salaried,152559,3,LN_1180,1530204,12,11.75,Home,1841000.116074366,894121.0072831971,135777.8759497819,On-Time,0,0,Partially Recovered,3,Settlement Offer,No
BRW_1181,James Garcia,21,Male,Self-Employed,151244,1,LN_1181,1573090,36,14.91,Home,1789303.2715569246,1207295.250654858,54462.375747053775,On-Time,0,0,Pending,3,Emails,No
BRW_1182,Donald Anderson,33,Female,Self-Employed,79586,0,LN_1182,1637139,72,17.2,Auto,2381469.231858023,1449859.2321620402,36602.9518252401,On-Time,0,0,Fully Recovered,3,Calls,No
BRW_1183,Ashley Wilson,33,Female,Self-Employed,176546,0,LN_1183,965263,24,18.22,Home,1373136.1422263274,386199.5743049408,48292.55755878604,Delayed,2,63,Pending,0,None,No
BRW_1184,Emily Brown,32,Male,Self-Employed,238070,2,LN_1184,1485878,60,11.89,Auto,1738339.2496729293,555168.0418317387,32969.99987366488,On-Time,0,0,Partially Recovered,3,Emails,No
BRW_1185,Thomas Robinson,53,Female,Salaried,82643,0,LN_1185,630009,60,15.91,Auto,804020.2762180263,404880.82480972563,15290.484181219848,Missed,5,173,Partially Recovered,2,Calls,No
BRW_1186,Michael Robinson,46,Female,Salaried,248710,2,LN_1186,1497065,72,9.75,Auto,2005899.8400727056,227493.0579171596,27546.019396125612,On-Time,0,0,Partially Recovered,1,Settlement Offer,No
BRW_1187,Robert Jones,51,Female,Salaried,151416,4,LN_1187,1780777,12,14.18,Home,2151161.01735488,835364.0325274859,160041.69294707538,Delayed,4,138,Fully Recovered,3,Emails,No
BRW_1188,Mark Moore,36,Male,Salaried,38461,0,LN_1188,391324,72,17.55,Personal,0.0,304096.93017058534,8825.975616875376,On-Time,0,0,Pending,0,Calls,No
BRW_1189,Melissa Brown,53,Female,Self-Employed,91949,4,LN_1189,340548,48,6.19,Home,491272.91837129305,298865.5946764707,8027.478794854301,On-Time,0,0,Pending,2,Calls,No
BRW_1190,Michelle Martin,51,Male,Self-Employed,214902,4,LN_1190,1241486,24,10.39,Home,1761332.2864221137,1079524.676472219,57512.010022690214,On-Time,0,0,Partially Recovered,1,None,No
BRW_1191,Donald Wilson,55,Male,Salaried,112301,0,LN_1191,1541233,24,19.52,Auto,1632556.1398378504,684805.3511609634,78081.36188796093,On-Time,0,0,Partially Recovered,3,Calls,No
BRW_1192,Laura Johnson,62,Female,Salaried,46987,0,LN_1192,393211,12,16.65,Personal,0.0,342764.61029131315,35797.43234940586,On-Time,0,0,Fully Recovered,1,None,No
BRW_1193,John Thomas,44,Male,Self-Employed,239117,4,LN_1193,382352,48,14.54,Auto,385235.97641765303,194328.73369426778,10552.199434651237,On-Time,0,0,Fully Recovered,4,Settlement Offer,No
BRW_1194,William Smith,61,Female,Self-Employed,100738,1,LN_1194,585016,36,10.03,Business,0.0,317525.06515369617,18885.06170614418,Delayed,3,111,Fully Recovered,4,Calls,No
BRW_1195,Mark Lewis,32,Male,Salaried,35225,4,LN_1195,1950360,48,7.43,Auto,2020197.5248325195,1735746.2309117152,47093.87586421219,Missed,3,103,Fully Recovered,1,Emails,No
BRW_1196,Michael Martin,53,Female,Salaried,236856,3,LN_1196,309143,60,14.48,Home,346447.7443887293,56291.226725774664,7270.378315043144,On-Time,0,0,Partially Recovered,0,Settlement Offer,Yes
BRW_1197,Sharon Jones,33,Male,Salaried,135416,2,LN_1197,266254,36,19.28,Personal,0.0,133001.08171140964,9797.545863816029,On-Time,0,0,Partially Recovered,1,Settlement Offer,No
BRW_1198,Sharon Allen,64,Male,Salaried,225556,0,LN_1198,374562,48,19.7,Personal,0.0,119061.00825071862,11338.273824372744,On-Time,0,0,Fully Recovered,0,Calls,No
BRW_1199,Sarah Young,21,Male,Salaried,245640,4,LN_1199,1277510,72,18.41,Personal,0.0,548176.8233006543,29434.05942439075,On-Time,0,0,Pending,4,Calls,No
BRW_1200,Steven Young,43,Male,Salaried,137322,3,LN_1200,123061,36,15.72,Personal,0.0,88062.73579041858,4309.467361280372,On-Time,0,0,Pending,3,Emails,No
BRW_1201,Laura Johnson,21,Male,Self-Employed,206613,1,LN_1201,1309602,36,17.99,Auto,1353056.1234848415,991540.5434327404,47338.680150561246,On-Time,0,0,Pending,2,Emails,No
BRW_1202,Daniel Williams,30,Male,Salaried,45068,4,LN_1202,410848,72,17.15,Home,537005.5125476185,76447.96117725591,9174.199965641596,On-Time,0,0,Partially Recovered,0,None,No
BRW_1203,Emily White,25,Female,Salaried,86019,1,LN_1203,683217,36,8.19,Home,988063.2041802492,578627.3667734528,21469.47261788217,Delayed,5,153,Partially Recovered,3,Settlement Offer,No
BRW_1204,Sharon Jones,21,Female,Business,152158,1,LN_1204,1155024,12,17.32,Auto,1187414.7786348492,844111.1884264848,105519.16111724544,On-Time,0,0,Fully Recovered,4,None,No
BRW_1205,Robert Davis,63,Male,Self-Employed,125480,2,LN_1205,1687795,72,13.39,Auto,2025489.960593841,254751.63593669378,34229.374628833444,Delayed,4,121,Fully Recovered,3,None,No
BRW_1206,Emma Hall,62,Female,Salaried,102582,2,LN_1206,676863,60,8.12,Personal,0.0,192242.981833273,13763.246343228555,Delayed,3,99,Pending,3,Emails,No
BRW_1207,Donald White,25,Female,Salaried,245815,4,LN_1207,312649,48,12.17,Auto,412501.12266813725,161445.8005426372,8259.36780615088,On-Time,0,0,Partially Recovered,4,Settlement Offer,No
BRW_1208,Melissa Moore,44,Male,Business,113265,0,LN_1208,1283016,48,11.77,Home,1485517.7672782799,144499.52281588916,33642.02537970224,On-Time,0,0,Partially Recovered,4,Calls,Yes
BRW_1209,Daniel Williams,49,Female,Self-Employed,81360,1,LN_1209,1004619,12,12.36,Home,1076351.3117456632,856167.2123701725,89428.45865506053,On-Time,0,0,Partially Recovered,2,Calls,No
BRW_1210,Sarah Martin,33,Female,Self-Employed,124850,4,LN_1210,1323092,48,7.14,Business,0.0,297725.9276390148,31769.094312930432,On-Time,0,0,Partially Recovered,2,None,No
BRW_1211,Sarah Hernandez,64,Female,Salaried,144815,4,LN_1211,621942,24,6.95,Personal,0.0,549707.3766580389,27831.851921936734,Delayed,3,96,Fully Recovered,2,Settlement Offer,No
BRW_1212,Charles Wilson,51,Female,Salaried,247074,0,LN_1212,1445198,12,13.01,Personal,0.0,976718.1975845624,129087.92868232637,Delayed,1,57,Partially Recovered,1,None,No
BRW_1213,Sharon Robinson,56,Male,Self-Employed,54079,0,LN_1213,947606,72,18.13,Auto,1340355.8097015053,676063.3760203319,21682.498025678808,Delayed,1,34,Fully Recovered,3,None,No
BRW_1214,Laura Walker,37,Male,Salaried,121694,2,LN_1214,1707628,48,14.26,Business,0.0,1499807.252786649,46886.47749377457,Missed,3,115,Fully Recovered,4,Settlement Offer,Yes
BRW_1215,Cynthia White,64,Female,Salaried,115659,1,LN_1215,872808,12,18.1,Home,1039457.4810232195,740472.8076797955,80060.575220347,On-Time,0,0,Fully Recovered,1,Settlement Offer,No
BRW_1216,Daniel Robinson,60,Female,Self-Employed,246535,0,LN_1216,924816,36,15.87,Personal,0.0,521256.64929968846,32454.461970446962,On-Time,0,0,Partially Recovered,3,None,Yes
BRW_1217,Sarah Hernandez,51,Male,Salaried,97427,2,LN_1217,1763710,12,14.66,Auto,2096113.3751782407,182181.26882938563,158906.66328667733,On-Time,0,0,Pending,0,Calls,No
BRW_1218,Jessica Lee,32,Male,Salaried,142569,1,LN_1218,519904,72,13.07,Home,709147.6688419421,342770.9835002172,10455.825319536967,On-Time,0,0,Partially Recovered,2,Settlement Offer,No
BRW_1219,Donald Thompson,59,Female,Salaried,55707,2,LN_1219,1369996,12,7.2,Personal,0.0,372098.69350090297,118667.64712092883,On-Time,0,0,Fully Recovered,1,None,No
BRW_1220,Stephanie Anderson,45,Male,Salaried,190207,1,LN_1220,184518,72,13.72,Home,204258.90300340252,130406.68464170571,3774.5201747864985,Delayed,5,152,Fully Recovered,2,Calls,No
BRW_1221,Michelle Smith,27,Male,Salaried,177766,1,LN_1221,1257379,36,18.86,Auto,1542605.5344698015,796768.7064763536,46001.5565786121,On-Time,0,0,Fully Recovered,3,Calls,No
BRW_1222,Charles Anderson,58,Female,Salaried,132436,4,LN_1222,1534599,60,19.62,Auto,2087341.8077293716,1340495.657673407,40333.696779327,On-Time,0,0,Partially Recovered,2,Calls,No
BRW_1223,Amanda King,24,Male,Self-Employed,180849,1,LN_1223,987957,48,17.87,Home,1079354.8535426373,159067.51622076967,28954.166983223142,On-Time,0,0,Fully Recovered,2,Emails,No
BRW_1224,Emma Jackson,29,Female,Self-Employed,241289,4,LN_1224,1981757,24,13.61,Home,2095346.150245995,1230911.3973682667,94785.15354085024,Delayed,1,42,Fully Recovered,0,None,No
BRW_1225,Daniel Smith,42,Male,Business,112455,2,LN_1225,716271,24,14.05,Home,914295.1998656349,357727.1241105092,34407.15714710957,On-Time,0,0,Pending,2,Settlement Offer,No
BRW_1226,Matthew Jackson,62,Female,Salaried,172421,4,LN_1226,821175,72,5.6,Personal,0.0,458499.2218276827,13454.725489465909,On-Time,0,0,Pending,0,Settlement Offer,No
BRW_1227,Rebecca Jackson,29,Male,Self-Employed,88957,3,LN_1227,1753759,48,8.88,Personal,0.0,308873.6596526165,43542.506115804026,Delayed,3,100,Partially Recovered,4,Calls,No
BRW_1228,William Walker,59,Male,Salaried,154346,4,LN_1228,364670,12,18.28,Business,0.0,260537.22651946518,33481.556607837294,On-Time,0,0,Partially Recovered,0,Settlement Offer,No
BRW_1229,Matthew Allen,63,Female,Salaried,33621,0,LN_1229,1934755,72,17.99,Business,0.0,720230.7305541715,44116.551135179034,Delayed,4,130,Fully Recovered,0,Settlement Offer,No
BRW_1230,Mark Harris,32,Male,Self-Employed,166355,4,LN_1230,1807592,24,14.76,Auto,2335329.145448704,802165.0925425936,87438.10233161786,On-Time,0,0,Partially Recovered,4,Calls,Yes
BRW_1231,William Hernandez,61,Male,Salaried,161043,2,LN_1231,405101,48,10.37,Auto,488817.6853567023,227683.07496061406,10346.540039673773,Delayed,1,31,Fully Recovered,0,Calls,Yes
BRW_1232,Jessica Martinez,28,Male,Salaried,241228,4,LN_1232,1862795,24,9.31,Auto,1906801.9117059642,537794.9314688053,85366.50628257722,Delayed,2,62,Partially Recovered,0,Settlement Offer,No
BRW_1233,Ashley Smith,51,Female,Business,178154,3,LN_1233,51655,60,10.29,Personal,0.0,43325.084044123505,1104.9013616038967,On-Time,0,0,Fully Recovered,2,Calls,No
BRW_1234,Cynthia Allen,37,Female,Self-Employed,243958,0,LN_1234,1880973,24,15.86,Personal,0.0,1535091.2273242048,91972.51404087963,Delayed,4,132,Fully Recovered,1,None,No
BRW_1235,Rebecca White,36,Male,Salaried,219231,3,LN_1235,432759,48,18.65,Auto,637054.5267343107,335003.86562324245,12859.754712304324,On-Time,0,0,Pending,1,Calls,Yes
BRW_1236,Daniel Taylor,27,Female,Salaried,185517,4,LN_1236,1264153,36,5.02,Home,1426705.1856639525,542858.8572449969,37899.15206127235,Missed,2,76,Pending,2,Settlement Offer,No
BRW_1237,Robert Rodriguez,50,Female,Salaried,226314,1,LN_1237,1206707,12,17.01,Auto,1381936.2703703656,983969.7717792845,110063.13949125269,On-Time,0,0,Partially Recovered,0,Calls,No
BRW_1238,Amanda Garcia,56,Male,Self-Employed,179154,0,LN_1238,110050,60,12.9,Auto,149895.3981817218,16087.181549043651,2498.345727009901,Delayed,3,98,Fully Recovered,1,Emails,No
BRW_1239,Anthony Rodriguez,29,Female,Self-Employed,223543,3,LN_1239,1576332,36,8.63,Personal,0.0,429566.6930605165,49855.92868246848,Delayed,1,52,Partially Recovered,0,Calls,Yes
BRW_1240,Michelle Allen,50,Female,Self-Employed,217918,4,LN_1240,1545094,60,16.9,Auto,1856420.7548258922,1294866.9691637484,38316.53569395446,On-Time,0,0,Partially Recovered,4,Settlement Offer,No
BRW_1241,Emma Martinez,47,Female,Self-Employed,164376,3,LN_1241,1354907,72,17.36,Auto,1552187.0219208745,1155384.7770240835,30414.254269811317,Delayed,4,133,Partially Recovered,2,Settlement Offer,No
BRW_1242,Robert Walker,29,Male,Self-Employed,192920,1,LN_1242,1737167,24,16.55,Auto,2268752.1968603516,290531.5894736376,85514.32540854847,On-Time,0,0,Fully Recovered,4,Calls,No
BRW_1243,Stephanie Taylor,33,Female,Salaried,43414,2,LN_1243,1860727,48,11.46,Auto,2721577.6200075406,306258.36722408264,48508.186500479285,Missed,3,107,Fully Recovered,1,None,No
BRW_1244,Robert Miller,34,Female,Salaried,93183,0,LN_1244,1097160,72,15.38,Personal,0.0,785009.915847826,23426.475513399473,Delayed,2,84,Pending,3,Calls,No
BRW_1245,Thomas White,56,Male,Salaried,51337,1,LN_1245,1377491,12,11.66,Auto,1959153.2045573434,386785.2900788672,122169.41793654292,On-Time,0,0,Pending,3,Calls,No
BRW_1246,Anthony Garcia,58,Female,Salaried,108867,4,LN_1246,863360,72,9.23,Home,1114094.0845466864,609606.027227688,15661.263867117039,Delayed,5,171,Pending,0,Settlement Offer,No
BRW_1247,Mark Williams,47,Male,Salaried,160024,4,LN_1247,1980825,48,6.32,Home,2329570.349729092,1282848.066731279,46810.901241170075,Delayed,4,120,Partially Recovered,0,None,No
BRW_1248,Joseph Harris,53,Female,Salaried,190537,3,LN_1248,1904833,60,5.42,Home,2042578.6108188108,343058.4277189288,36314.228809449516,On-Time,0,0,Pending,2,Settlement Offer,No
BRW_1249,Robert Robinson,22,Male,Salaried,205353,1,LN_1249,815451,36,15.25,Personal,0.0,278516.49943928106,28367.811291294427,Delayed,1,49,Fully Recovered,0,Settlement Offer,No
BRW_1250,Michael Garcia,31,Female,Salaried,190790,0,LN_1250,168523,48,17.8,Home,176509.48475285294,31804.13952501913,4932.768333055476,Delayed,4,136,Fully Recovered,0,None,No
BRW_1251,Jane Hernandez,51,Female,Self-Employed,174724,0,LN_1251,1561395,12,11.15,Auto,1977659.4420262785,1109829.9882246647,138107.95072650193,On-Time,0,0,Partially Recovered,1,None,No
BRW_1252,Ashley Rodriguez,45,Female,Self-Employed,186244,1,LN_1252,848434,36,17.97,Personal,0.0,437682.360113838,30660.15457922799,On-Time,0,0,Pending,2,Calls,No
BRW_1253,Michelle Robinson,37,Male,Salaried,222661,0,LN_1253,1638367,12,12.95,Home,2015243.979913159,1420015.8564793258,146296.04662423828,On-Time,0,0,Partially Recovered,0,None,No
BRW_1254,Jessica Smith,44,Male,Self-Employed,145705,2,LN_1254,1228614,72,6.94,Personal,0.0,1098473.7815733422,20911.26828418042,Delayed,2,61,Fully Recovered,3,Settlement Offer,No
BRW_1255,John Taylor,61,Female,Salaried,151068,0,LN_1255,1892411,72,17.12,Business,0.0,1171160.3103962534,42225.63749517413,On-Time,0,0,Pending,3,Emails,No
BRW_1256,Kathleen Clark,57,Female,Salaried,104354,0,LN_1256,632955,36,5.18,Home,889434.3147558771,225371.88972103165,19021.424384284637,Delayed,3,104,Fully Recovered,1,None,No
BRW_1257,Daniel Lewis,64,Female,Salaried,132289,4,LN_1257,1483713,60,12.24,Home,2097044.4424859032,311153.0233031106,33184.60263771442,On-Time,0,0,Fully Recovered,2,None,No
BRW_1258,John Wilson,38,Female,Self-Employed,133296,4,LN_1258,551847,24,10.83,Business,0.0,320783.72701138566,25676.862008198892,On-Time,0,0,Fully Recovered,2,None,No
BRW_1259,Jane Rodriguez,39,Female,Business,154696,1,LN_1259,352861,60,18.33,Auto,392803.05661138875,74782.28080059458,9023.815952194402,On-Time,0,0,Partially Recovered,1,Settlement Offer,No
BRW_1260,James Hall,36,Female,Self-Employed,135757,1,LN_1260,1040366,24,11.05,Home,1398180.033700537,683436.2835193527,48513.3644720415,On-Time,0,0,Partially Recovered,2,Emails,No
BRW_1261,Cynthia Moore,58,Male,Salaried,239940,3,LN_1261,1125662,72,15.53,Home,1350215.7076948641,478415.38754205755,24127.322963782317,On-Time,0,0,Pending,0,Settlement Offer,No
BRW_1262,Sarah Lee,59,Female,Self-Employed,36362,0,LN_1262,1697786,72,5.21,Home,2480271.6000749534,489070.75740438997,27508.41829981117,On-Time,0,0,Partially Recovered,0,Settlement Offer,No
BRW_1263,Rebecca Anderson,42,Male,Self-Employed,238884,2,LN_1263,1891373,12,16.09,Home,2531351.4201862067,716661.6922681455,171686.45838670788,On-Time,0,0,Pending,4,Settlement Offer,No
BRW_1264,Michael Martin,30,Male,Business,105902,0,LN_1264,173435,48,8.21,Personal,0.0,128126.4927156309,4251.172258765937,On-Time,0,0,Partially Recovered,0,None,No
BRW_1265,Michelle Anderson,56,Female,Business,153731,4,LN_1265,446738,48,15.06,Personal,0.0,236536.0185015287,12446.644335266034,On-Time,0,0,Partially Recovered,0,Calls,No
BRW_1266,Emma Thompson,59,Male,Salaried,121057,2,LN_1266,1603095,60,8.46,Home,2114989.3510539504,1019794.784700532,32859.052177164354,Delayed,5,155,Fully Recovered,4,Emails,No
BRW_1267,Laura Thomas,46,Male,Self-Employed,233544,4,LN_1267,1774078,36,9.62,Auto,2579656.8560765227,1160049.8956183072,56928.51974115093,Delayed,2,75,Pending,3,Emails,No
BRW_1268,Mark Young,23,Male,Business,210588,1,LN_1268,1179187,12,19.23,Personal,0.0,788909.9906317159,108799.31913772835,Delayed,1,35,Partially Recovered,3,Settlement Offer,No
BRW_1269,Cynthia Williams,40,Female,Self-Employed,220963,2,LN_1269,452805,60,6.22,Business,0.0,356582.84797947045,8800.384689984312,Delayed,3,115,Fully Recovered,4,Calls,No
BRW_1270,William Lewis,38,Female,Salaried,191577,0,LN_1270,101382,12,16.29,Business,0.0,30336.833566386722,9212.394623722823,On-Time,0,0,Fully Recovered,2,Settlement Offer,No
BRW_1271,Mark Taylor,55,Male,Self-Employed,54703,2,LN_1271,554681,72,12.73,Home,665128.9532612085,247523.90179255937,11055.837624393942,On-Time,0,0,Pending,0,Settlement Offer,Yes
BRW_1272,Sarah Robinson,29,Male,Self-Employed,90652,4,LN_1272,1594179,48,18.46,Home,1831841.1716010673,1293345.4232160046,47213.070182943826,On-Time,0,0,Fully Recovered,4,Calls,No
BRW_1273,Matthew Young,49,Female,Business,150351,2,LN_1273,1167284,36,13.82,Personal,0.0,566573.6294680556,39793.02740553907,Delayed,4,130,Partially Recovered,3,Settlement Offer,No
BRW_1274,Melissa Taylor,25,Female,Self-Employed,175530,1,LN_1274,411122,48,10.22,Auto,462499.14875530795,142483.71097030136,10470.606275895561,On-Time,0,0,Pending,2,Settlement Offer,No
BRW_1275,Jane Jones,45,Male,Self-Employed,130408,1,LN_1275,1374197,36,6.54,Personal,0.0,374827.8171759748,42142.79149948127,On-Time,0,0,Pending,3,Calls,No
BRW_1276,Emily Garcia,60,Male,Self-Employed,116167,4,LN_1276,143781,36,8.07,Personal,0.0,93422.4905601898,4510.218436855455,On-Time,0,0,Fully Recovered,2,Emails,No
BRW_1277,Melissa Brown,49,Male,Salaried,216975,1,LN_1277,1209199,60,6.43,Personal,0.0,537827.436281614,23619.739979528866,Delayed,2,73,Pending,1,None,No
BRW_1278,Robert Young,32,Female,Salaried,246595,1,LN_1278,1743275,12,12.77,Home,2326266.0975047415,1074831.9837585809,155516.52314327887,On-Time,0,0,Pending,1,None,No
BRW_1279,Joseph Hernandez,43,Female,Salaried,146421,2,LN_1279,1888145,24,10.24,Auto,1955900.0022234381,234654.07423333314,87337.6133411154,Delayed,3,110,Fully Recovered,1,Settlement Offer,No
BRW_1280,Matthew Martinez,56,Male,Business,186794,3,LN_1280,1778027,48,16.05,Personal,0.0,1429208.058452627,50435.327122042494,Missed,4,121,Partially Recovered,3,Settlement Offer,No
BRW_1281,Matthew Moore,28,Male,Salaried,68767,0,LN_1281,1886914,24,8.7,Business,0.0,1557483.5475228208,85943.68670264949,On-Time,0,0,Fully Recovered,0,Settlement Offer,No
BRW_1282,Daniel King,38,Male,Salaried,136385,4,LN_1282,1755382,48,8.2,Business,0.0,997150.5191679196,43018.99153165751,On-Time,0,0,Fully Recovered,2,Calls,No
BRW_1283,Laura Rodriguez,35,Male,Self-Employed,178230,0,LN_1283,877658,36,14.33,Auto,1079981.2383543954,516334.4276258068,30137.131476918636,Delayed,4,144,Fully Recovered,3,Emails,No
BRW_1284,Michael Hall,53,Male,Self-Employed,193032,2,LN_1284,537563,12,18.55,Personal,0.0,272824.17583433894,49424.58970835674,On-Time,0,0,Pending,3,Emails,No
